chemical_formula,Tc,composition,elements,stoichiometry,Category,num_elements
La1Ru1.5Sn4.5,3.9,La1 Ru1.5 Sn4.5,"[Element La, Element Ru, Element Sn]","{'La': 1.0, 'Ru': 1.5, 'Sn': 4.5}",Other,3
Lu3Ru4Ge13,2.3,Lu3 Ru4 Ge13,"[Element Lu, Element Ru, Element Ge]","{'Lu': 3.0, 'Ru': 4.0, 'Ge': 13.0}",Other,3
Lu3Os4Ge13,3.6,Lu3 Os4 Ge13,"[Element Lu, Element Os, Element Ge]","{'Lu': 3.0, 'Os': 4.0, 'Ge': 13.0}",Other,3
Er1Rh1.1Sn3.6,1.36,Er1 Rh1.1 Sn3.6,"[Element Er, Element Rh, Element Sn]","{'Er': 1.0, 'Rh': 1.1, 'Sn': 3.6}",Other,3
Lu1Rh1.2Sn4,4.0,Lu1 Rh1.2 Sn4,"[Element Lu, Element Rh, Element Sn]","{'Lu': 1.0, 'Rh': 1.2, 'Sn': 4.0}",Other,3
Sc5Rh4Si10,8.54,Sc5 Rh4 Si10,"[Element Sc, Element Rh, Element Si]","{'Sc': 5.0, 'Rh': 4.0, 'Si': 10.0}",Other,3
Au0.499Ga0.501,1.17,Au0.499 Ga0.501,"[Element Au, Element Ga]","{'Au': 0.499, 'Ga': 0.501}",Other,2
Au0.427Ga0.573,1.378,Au0.427 Ga0.573,"[Element Au, Element Ga]","{'Au': 0.427, 'Ga': 0.573}",Other,2
Au0.388Ga0.612,1.355,Au0.388 Ga0.612,"[Element Au, Element Ga]","{'Au': 0.388, 'Ga': 0.612}",Other,2
Au0.328Ga0.672,1.668,Au0.328 Ga0.672,"[Element Au, Element Ga]","{'Au': 0.328, 'Ga': 0.672}",Other,2
Au0.293Ga0.707,1.63,Au0.293 Ga0.707,"[Element Au, Element Ga]","{'Au': 0.293, 'Ga': 0.707}",Other,2
Au0.281Ga0.719,1.587,Au0.281 Ga0.719,"[Element Au, Element Ga]","{'Au': 0.281, 'Ga': 0.719}",Other,2
Au0.278Ga0.722,1.615,Au0.278 Ga0.722,"[Element Au, Element Ga]","{'Au': 0.278, 'Ga': 0.722}",Other,2
Au0.2Ga0.8,1.587,Au0.2 Ga0.8,"[Element Au, Element Ga]","{'Au': 0.2, 'Ga': 0.8}",Other,2
Ho1Ir3.6Rh0.4B4,1.9,Ho1 Ir3.6 Rh0.4 B4,"[Element Ho, Element Ir, Element Rh, Element B]","{'Ho': 1.0, 'Ir': 3.6, 'Rh': 0.4, 'B': 4.0}",Other,4
Er1Ir3.6Rh0.4B4,1.83,Er1 Ir3.6 Rh0.4 B4,"[Element Er, Element Ir, Element Rh, Element B]","{'Er': 1.0, 'Ir': 3.6, 'Rh': 0.4, 'B': 4.0}",Other,4
Tm1Ir3.6Rh0.4B4,1.48,Tm1 Ir3.6 Rh0.4 B4,"[Element Tm, Element Ir, Element Rh, Element B]","{'Tm': 1.0, 'Ir': 3.6, 'Rh': 0.4, 'B': 4.0}",Other,4
Lu1Ir3.6Rh0.4B4,2.67,Lu1 Ir3.6 Rh0.4 B4,"[Element Lu, Element Ir, Element Rh, Element B]","{'Lu': 1.0, 'Ir': 3.6, 'Rh': 0.4, 'B': 4.0}",Other,4
Ho1Ir2Rh2B4,6.41,Ho1 Ir2 Rh2 B4,"[Element Ho, Element Ir, Element Rh, Element B]","{'Ho': 1.0, 'Ir': 2.0, 'Rh': 2.0, 'B': 4.0}",Other,4
Er1Ir2Rh2B4,7.37,Er1 Ir2 Rh2 B4,"[Element Er, Element Ir, Element Rh, Element B]","{'Er': 1.0, 'Ir': 2.0, 'Rh': 2.0, 'B': 4.0}",Other,4
Tm1Ir2Rh2B4,4.38,Tm1 Ir2 Rh2 B4,"[Element Tm, Element Ir, Element Rh, Element B]","{'Tm': 1.0, 'Ir': 2.0, 'Rh': 2.0, 'B': 4.0}",Other,4
Lu1Ir2Rh2B4,3.08,Lu1 Ir2 Rh2 B4,"[Element Lu, Element Ir, Element Rh, Element B]","{'Lu': 1.0, 'Ir': 2.0, 'Rh': 2.0, 'B': 4.0}",Other,4
Tb1Os1.5Sn2.6,1.4,Tb1 Os1.5 Sn2.6,"[Element Tb, Element Os, Element Sn]","{'Tb': 1.0, 'Os': 1.5, 'Sn': 2.6}",Other,3
Ho1Os1.2Sn2.5,1.4,Ho1 Os1.2 Sn2.5,"[Element Ho, Element Os, Element Sn]","{'Ho': 1.0, 'Os': 1.2, 'Sn': 2.5}",Other,3
Er1Os1.1Sn2.7,1.3,Er1 Os1.1 Sn2.7,"[Element Er, Element Os, Element Sn]","{'Er': 1.0, 'Os': 1.1, 'Sn': 2.7}",Other,3
Pb1Mo6S7.9Se0.1,12.7,Pb1 Mo6 S7.9 Se0.1,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 7.9, 'Se': 0.1}",Other,4
Pb1Mo6S7.5Se0.5,10.6,Pb1 Mo6 S7.5 Se0.5,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 7.5, 'Se': 0.5}",Other,4
Pb1Mo6S7Se1,8.4,Pb1 Mo6 S7 Se1,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 7.0, 'Se': 1.0}",Other,4
Pb1Mo6S6Se2,5.4,Pb1 Mo6 S6 Se2,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 6.0, 'Se': 2.0}",Other,4
Pb1Mo6S5Se3,4.3,Pb1 Mo6 S5 Se3,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 5.0, 'Se': 3.0}",Other,4
Pb1Mo6S4Se4,3.2,Pb1 Mo6 S4 Se4,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 4.0, 'Se': 4.0}",Other,4
Pb1Mo6S4Se5,3.64,Pb1 Mo6 S4 Se5,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 4.0, 'Se': 5.0}",Other,4
Pb1Mo6S2Se6,4.92,Pb1 Mo6 S2 Se6,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 2.0, 'Se': 6.0}",Other,4
Pb1Mo6S1Se7,7.13,Pb1 Mo6 S1 Se7,"[Element Pb, Element Mo, Element S, Element Se]","{'Pb': 1.0, 'Mo': 6.0, 'S': 1.0, 'Se': 7.0}",Other,4
Mo6Se7.85S0.15,6.3,Mo6 Se7.85 S0.15,"[Element Mo, Element Se, Element S]","{'Mo': 6.0, 'Se': 7.85, 'S': 0.15}",Other,3
Mo6Se7.7S0.3,5.83,Mo6 Se7.7 S0.3,"[Element Mo, Element Se, Element S]","{'Mo': 6.0, 'Se': 7.7, 'S': 0.3}",Other,3
Mo6Se7.5S0.5,5.45,Mo6 Se7.5 S0.5,"[Element Mo, Element Se, Element S]","{'Mo': 6.0, 'Se': 7.5, 'S': 0.5}",Other,3
Mo6Se7.3S0.7,5.03,Mo6 Se7.3 S0.7,"[Element Mo, Element Se, Element S]","{'Mo': 6.0, 'Se': 7.3, 'S': 0.7}",Other,3
Mo6Se7S1,4.48,Mo6 Se7 S1,"[Element Mo, Element Se, Element S]","{'Mo': 6.0, 'Se': 7.0, 'S': 1.0}",Other,3
Mo6Se7.9Te0.1,6.3,Mo6 Se7.9 Te0.1,"[Element Mo, Element Se, Element Te]","{'Mo': 6.0, 'Se': 7.9, 'Te': 0.1}",Other,3
Mo6Se7.7Te0.3,6.66,Mo6 Se7.7 Te0.3,"[Element Mo, Element Se, Element Te]","{'Mo': 6.0, 'Se': 7.7, 'Te': 0.3}",Other,3
Mo6Se7.5Te0.5,6.69,Mo6 Se7.5 Te0.5,"[Element Mo, Element Se, Element Te]","{'Mo': 6.0, 'Se': 7.5, 'Te': 0.5}",Other,3
Mo6Se6.5Te1.5,6.23,Mo6 Se6.5 Te1.5,"[Element Mo, Element Se, Element Te]","{'Mo': 6.0, 'Se': 6.5, 'Te': 1.5}",Other,3
Mo6Se7.5Cl0.5,6.33,Mo6 Se7.5 Cl0.5,"[Element Mo, Element Se, Element Cl]","{'Mo': 6.0, 'Se': 7.5, 'Cl': 0.5}",Other,3
Mo6Se7Cl1,6.52,Mo6 Se7 Cl1,"[Element Mo, Element Se, Element Cl]","{'Mo': 6.0, 'Se': 7.0, 'Cl': 1.0}",Other,3
Mo6Se6.5Cl1.5,6.49,Mo6 Se6.5 Cl1.5,"[Element Mo, Element Se, Element Cl]","{'Mo': 6.0, 'Se': 6.5, 'Cl': 1.5}",Other,3
Mo6Se6Cl2,6.39,Mo6 Se6 Cl2,"[Element Mo, Element Se, Element Cl]","{'Mo': 6.0, 'Se': 6.0, 'Cl': 2.0}",Other,3
Mo5.8Ru0.2Se8,6.21,Mo5.8 Ru0.2 Se8,"[Element Mo, Element Ru, Element Se]","{'Mo': 5.8, 'Ru': 0.2, 'Se': 8.0}",Other,3
Mo5.6Ru0.4Se8,5.69,Mo5.6 Ru0.4 Se8,"[Element Mo, Element Ru, Element Se]","{'Mo': 5.6, 'Ru': 0.4, 'Se': 8.0}",Other,3
Mo5.5Ru0.5Se8,5.43,Mo5.5 Ru0.5 Se8,"[Element Mo, Element Ru, Element Se]","{'Mo': 5.5, 'Ru': 0.5, 'Se': 8.0}",Other,3
Mo5Ru1Se8,3.7,Mo5 Ru1 Se8,"[Element Mo, Element Ru, Element Se]","{'Mo': 5.0, 'Ru': 1.0, 'Se': 8.0}",Other,3
Lu4.5Er0.5Ir4Si10,2.74,Lu4.5 Er0.5 Ir4 Si10,"[Element Lu, Element Er, Element Ir, Element Si]","{'Lu': 4.5, 'Er': 0.5, 'Ir': 4.0, 'Si': 10.0}",Other,4
Lu4.5Ho0.5Ir4Si10,1.89,Lu4.5 Ho0.5 Ir4 Si10,"[Element Lu, Element Ho, Element Ir, Element Si]","{'Lu': 4.5, 'Ho': 0.5, 'Ir': 4.0, 'Si': 10.0}",Other,4
Lu5Ir3.44Rh0.56Si10,5.72,Lu5 Ir3.44 Rh0.56 Si10,"[Element Lu, Element Ir, Element Rh, Element Si]","{'Lu': 5.0, 'Ir': 3.44, 'Rh': 0.56, 'Si': 10.0}",Other,4
Lu5Ir3.12Rh0.88Si10,5.68,Lu5 Ir3.12 Rh0.88 Si10,"[Element Lu, Element Ir, Element Rh, Element Si]","{'Lu': 5.0, 'Ir': 3.12, 'Rh': 0.88, 'Si': 10.0}",Other,4
Lu5Ir3.8Co0.2Si10,5.52,Lu5 Ir3.8 Co0.2 Si10,"[Element Lu, Element Ir, Element Co, Element Si]","{'Lu': 5.0, 'Ir': 3.8, 'Co': 0.2, 'Si': 10.0}",Other,4
Lu4.975Sc0.025Ir4Si10,4.0,Lu4.975 Sc0.025 Ir4 Si10,"[Element Lu, Element Sc, Element Ir, Element Si]","{'Lu': 4.975, 'Sc': 0.025, 'Ir': 4.0, 'Si': 10.0}",Other,4
Lu4.95Sc0.05Ir4Si10,4.5,Lu4.95 Sc0.05 Ir4 Si10,"[Element Lu, Element Sc, Element Ir, Element Si]","{'Lu': 4.95, 'Sc': 0.05, 'Ir': 4.0, 'Si': 10.0}",Other,4
Lu4.9Sc0.1Ir4Si10,5.77,Lu4.9 Sc0.1 Ir4 Si10,"[Element Lu, Element Sc, Element Ir, Element Si]","{'Lu': 4.9, 'Sc': 0.1, 'Ir': 4.0, 'Si': 10.0}",Other,4
Ce1Cu1.95Si2.01,0.62,Ce1 Cu1.95 Si2.01,"[Element Ce, Element Cu, Element Si]","{'Ce': 1.0, 'Cu': 1.95, 'Si': 2.01}",Other,3
Ce1Cu2Si1.98Ge0.02,0.54,Ce1 Cu2 Si1.98 Ge0.02,"[Element Ce, Element Cu, Element Si, Element Ge]","{'Ce': 1.0, 'Cu': 2.0, 'Si': 1.98, 'Ge': 0.02}",Other,4
Ce1Cu2Si1.96Ge0.04,0.37,Ce1 Cu2 Si1.96 Ge0.04,"[Element Ce, Element Cu, Element Si, Element Ge]","{'Ce': 1.0, 'Cu': 2.0, 'Si': 1.96, 'Ge': 0.04}",Other,4
Ce1Cu2Si1.92Ge0.08,0.27,Ce1 Cu2 Si1.92 Ge0.08,"[Element Ce, Element Cu, Element Si, Element Ge]","{'Ce': 1.0, 'Cu': 2.0, 'Si': 1.92, 'Ge': 0.08}",Other,4
Ce1Cu2Si1.88Ge0.12,0.2,Ce1 Cu2 Si1.88 Ge0.12,"[Element Ce, Element Cu, Element Si, Element Ge]","{'Ce': 1.0, 'Cu': 2.0, 'Si': 1.88, 'Ge': 0.12}",Other,4
Mg1Cu1Ni3,7.2,Mg1 Cu1 Ni3,"[Element Mg, Element Cu, Element Ni]","{'Mg': 1.0, 'Cu': 1.0, 'Ni': 3.0}",Other,3
V2Hf0.9Ti0.1,9.19,V2 Hf0.9 Ti0.1,"[Element V, Element Hf, Element Ti]","{'V': 2.0, 'Hf': 0.9, 'Ti': 0.1}",Other,3
V2Hf0.8Ti0.2,8.8,V2 Hf0.8 Ti0.2,"[Element V, Element Hf, Element Ti]","{'V': 2.0, 'Hf': 0.8, 'Ti': 0.2}",Other,3
V2Hf0.9Nb0.1,9.93,V2 Hf0.9 Nb0.1,"[Element V, Element Hf, Element Nb]","{'V': 2.0, 'Hf': 0.9, 'Nb': 0.1}",Other,3
V2Hf0.84Nb0.16,10.67,V2 Hf0.84 Nb0.16,"[Element V, Element Hf, Element Nb]","{'V': 2.0, 'Hf': 0.84, 'Nb': 0.16}",Other,3
V2Hf0.9Ta0.1,9.82,V2 Hf0.9 Ta0.1,"[Element V, Element Hf, Element Ta]","{'V': 2.0, 'Hf': 0.9, 'Ta': 0.1}",Other,3
V2Hf0.87Ta0.13,10.45,V2 Hf0.87 Ta0.13,"[Element V, Element Hf, Element Ta]","{'V': 2.0, 'Hf': 0.87, 'Ta': 0.13}",Other,3
Ce1Co0.5Ir0.5In5,0.64,Ce1 Co0.5 Ir0.5 In5,"[Element Ce, Element Co, Element Ir, Element In]","{'Ce': 1.0, 'Co': 0.5, 'Ir': 0.5, 'In': 5.0}",Other,4
B3Be1.09,0.72,B3 Be1.09,"[Element B, Element Be]","{'B': 3.0, 'Be': 1.09}",Other,2
Hf1Ir1Si1,3.5,Hf1 Ir1 Si1,"[Element Hf, Element Ir, Element Si]","{'Hf': 1.0, 'Ir': 1.0, 'Si': 1.0}",Other,3
Mo0.82Re0.18,8.5,Mo0.82 Re0.18,"[Element Mo, Element Re]","{'Mo': 0.82, 'Re': 0.18}",Other,2
Mo0.75Re0.25,10.0,Mo0.75 Re0.25,"[Element Mo, Element Re]","{'Mo': 0.75, 'Re': 0.25}",Other,2
Mo0.65Re0.35,10.2,Mo0.65 Re0.35,"[Element Mo, Element Re]","{'Mo': 0.65, 'Re': 0.35}",Other,2
Mo0.62Re0.38,11.5,Mo0.62 Re0.38,"[Element Mo, Element Re]","{'Mo': 0.62, 'Re': 0.38}",Other,2
Ca1Ga1Si1,4.3,Ca1 Ga1 Si1,"[Element Ca, Element Ga, Element Si]","{'Ca': 1.0, 'Ga': 1.0, 'Si': 1.0}",Other,3
Ca1Ga0.74Si1.26,3.5,Ca1 Ga0.74 Si1.26,"[Element Ca, Element Ga, Element Si]","{'Ca': 1.0, 'Ga': 0.74, 'Si': 1.26}",Other,3
Ba1Ga0.78Si1.22,4.0,Ba1 Ga0.78 Si1.22,"[Element Ba, Element Ga, Element Si]","{'Ba': 1.0, 'Ga': 0.78, 'Si': 1.22}",Other,3
La1Ni1Ga2,1.97,La1 Ni1 Ga2,"[Element La, Element Ni, Element Ga]","{'La': 1.0, 'Ni': 1.0, 'Ga': 2.0}",Other,3
Ho1Rh3.72Ru0.28B4,6.42,Ho1 Rh3.72 Ru0.28 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 3.72, 'Ru': 0.28, 'B': 4.0}",Other,4
Ho1Rh3.6Ru0.4B4,6.42,Ho1 Rh3.6 Ru0.4 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 3.6, 'Ru': 0.4, 'B': 4.0}",Other,4
Ho1Rh3.4Ru0.6B4,6.14,Ho1 Rh3.4 Ru0.6 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 3.4, 'Ru': 0.6, 'B': 4.0}",Other,4
Ho1Rh3Ru1B4,6.35,Ho1 Rh3 Ru1 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 3.0, 'Ru': 1.0, 'B': 4.0}",Other,4
Ho1Rh2.6Ru1.4B4,4.68,Ho1 Rh2.6 Ru1.4 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 2.6, 'Ru': 1.4, 'B': 4.0}",Other,4
Ho1Rh2.4Ru1.6B4,1.6,Ho1 Rh2.4 Ru1.6 B4,"[Element Ho, Element Rh, Element Ru, Element B]","{'Ho': 1.0, 'Rh': 2.4, 'Ru': 1.6, 'B': 4.0}",Other,4
C6Ir4O2,2.0,C6 Ir4 O2,"[Element C, Element Ir, Element O]","{'C': 6.0, 'Ir': 4.0, 'O': 2.0}",Other,3
N0.8H2.4Na1Rb2C60,15.2,N0.8 H2.4 Na1 Rb2 C60,"[Element N, Element H, Element Na, Element Rb, Element C]","{'N': 0.8, 'H': 2.4, 'Na': 1.0, 'Rb': 2.0, 'C': 60.0}",Hydrides,5
N0.9H2.7Na1Rb2C60,12.1,N0.9 H2.7 Na1 Rb2 C60,"[Element N, Element H, Element Na, Element Rb, Element C]","{'N': 0.9, 'H': 2.7, 'Na': 1.0, 'Rb': 2.0, 'C': 60.0}",Hydrides,5
Sr1Ga0.5Si1.5,3.5,Sr1 Ga0.5 Si1.5,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.5, 'Si': 1.5}",Other,3
Sr1Ga0.55Si1.45,3.4,Sr1 Ga0.55 Si1.45,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.55, 'Si': 1.45}",Other,3
Sr1Ga0.6Si1.4,2.98,Sr1 Ga0.6 Si1.4,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.6, 'Si': 1.4}",Other,3
Sr1Ga0.65Si1.35,2.58,Sr1 Ga0.65 Si1.35,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.65, 'Si': 1.35}",Other,3
Sr1Ga0.7Si1.3,3.17,Sr1 Ga0.7 Si1.3,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.7, 'Si': 1.3}",Other,3
Sr1Ga0.75Si1.25,3.67,Sr1 Ga0.75 Si1.25,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.75, 'Si': 1.25}",Other,3
Sr1Ga0.8Si1.2,4.24,Sr1 Ga0.8 Si1.2,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.8, 'Si': 1.2}",Other,3
Sr1Ga0.9Si1.1,4.73,Sr1 Ga0.9 Si1.1,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 0.9, 'Si': 1.1}",Other,3
Sr1Ga1Si1,5.1,Sr1 Ga1 Si1,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 1.0, 'Si': 1.0}",Other,3
Sr1Ga1.1Si0.9,5.04,Sr1 Ga1.1 Si0.9,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 1.1, 'Si': 0.9}",Other,3
Sr1Ga1.2Si0.8,4.75,Sr1 Ga1.2 Si0.8,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 1.2, 'Si': 0.8}",Other,3
Sr1Ga1.3Si0.7,3.52,Sr1 Ga1.3 Si0.7,"[Element Sr, Element Ga, Element Si]","{'Sr': 1.0, 'Ga': 1.3, 'Si': 0.7}",Other,3
Sr1Al1Si1,4.2,Sr1 Al1 Si1,"[Element Sr, Element Al, Element Si]","{'Sr': 1.0, 'Al': 1.0, 'Si': 1.0}",Other,3
Ba1Ga1Si1,3.9,Ba1 Ga1 Si1,"[Element Ba, Element Ga, Element Si]","{'Ba': 1.0, 'Ga': 1.0, 'Si': 1.0}",Other,3
Ca1Al1.4Si0.6,4.6,Ca1 Al1.4 Si0.6,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 1.4, 'Si': 0.6}",Other,3
Ca1Al1.3Si0.7,4.5,Ca1 Al1.3 Si0.7,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 1.3, 'Si': 0.7}",Other,3
Ca1Al1.25Si0.75,4.4,Ca1 Al1.25 Si0.75,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 1.25, 'Si': 0.75}",Other,3
Ca1Al1.2Si0.8,5.21,Ca1 Al1.2 Si0.8,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 1.2, 'Si': 0.8}",Other,3
Ca1Al1.1Si0.9,6.63,Ca1 Al1.1 Si0.9,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 1.1, 'Si': 0.9}",Other,3
Ca1Al0.9Si1.1,5.57,Ca1 Al0.9 Si1.1,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 0.9, 'Si': 1.1}",Other,3
Ca1Al0.8Si1.2,4.05,Ca1 Al0.8 Si1.2,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 0.8, 'Si': 1.2}",Other,3
B2Nb0.84,9.1,B2 Nb0.84,"[Element B, Element Nb]","{'B': 2.0, 'Nb': 0.84}",Other,2
Er0.7Tb0.3Ni2B2C1,2.0,Er0.7 Tb0.3 Ni2 B2 C1,"[Element Er, Element Tb, Element Ni, Element B, Element C]","{'Er': 0.7, 'Tb': 0.3, 'Ni': 2.0, 'B': 2.0, 'C': 1.0}",Other,5
Er0.4Tb0.6Ni2B2C1,2.0,Er0.4 Tb0.6 Ni2 B2 C1,"[Element Er, Element Tb, Element Ni, Element B, Element C]","{'Er': 0.4, 'Tb': 0.6, 'Ni': 2.0, 'B': 2.0, 'C': 1.0}",Other,5
Er0.9Tb0.1Ni2B2C1,9.2,Er0.9 Tb0.1 Ni2 B2 C1,"[Element Er, Element Tb, Element Ni, Element B, Element C]","{'Er': 0.9, 'Tb': 0.1, 'Ni': 2.0, 'B': 2.0, 'C': 1.0}",Other,5
Er0.85Tb0.15Ni2B2C1,8.3,Er0.85 Tb0.15 Ni2 B2 C1,"[Element Er, Element Tb, Element Ni, Element B, Element C]","{'Er': 0.85, 'Tb': 0.15, 'Ni': 2.0, 'B': 2.0, 'C': 1.0}",Other,5
Er0.82Tb0.18Ni2B2C1,5.63,Er0.82 Tb0.18 Ni2 B2 C1,"[Element Er, Element Tb, Element Ni, Element B, Element C]","{'Er': 0.82, 'Tb': 0.18, 'Ni': 2.0, 'B': 2.0, 'C': 1.0}",Other,5
Ce2Co1In8,0.4,Ce2 Co1 In8,"[Element Ce, Element Co, Element In]","{'Ce': 2.0, 'Co': 1.0, 'In': 8.0}",Other,3
La6Ni2Sn1,2.25,La6 Ni2 Sn1,"[Element La, Element Ni, Element Sn]","{'La': 6.0, 'Ni': 2.0, 'Sn': 1.0}",Other,3
Mg1B1.6C0.4,22.0,Mg1 B1.6 C0.4,"[Element Mg, Element B, Element C]","{'Mg': 1.0, 'B': 1.6, 'C': 0.4}",Other,3
Nb1C0.2N0.64,16.3,Nb1 C0.2 N0.64,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.2, 'N': 0.64}",Other,3
Nb1C0.2N0.7,17.2,Nb1 C0.2 N0.7,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.2, 'N': 0.7}",Other,3
Nb1C0.2N0.74,17.5,Nb1 C0.2 N0.74,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.2, 'N': 0.74}",Other,3
Nb1C0.3N0.57,16.4,Nb1 C0.3 N0.57,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.3, 'N': 0.57}",Other,3
Nb1C0.3N0.62,17.3,Nb1 C0.3 N0.62,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.3, 'N': 0.62}",Other,3
Nb1C0.3N0.64,17.8,Nb1 C0.3 N0.64,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.3, 'N': 0.64}",Other,3
Nb1C0.5N0.36,15.6,Nb1 C0.5 N0.36,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.5, 'N': 0.36}",Other,3
Nb1C0.5N0.42,17.0,Nb1 C0.5 N0.42,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.5, 'N': 0.42}",Other,3
Nb1C0.5N0.47,17.4,Nb1 C0.5 N0.47,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.5, 'N': 0.47}",Other,3
Nb1C0.5N0.5,17.9,Nb1 C0.5 N0.5,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.5, 'N': 0.5}",Other,3
Mg1B1.96F0.04,30.0,Mg1 B1.96 F0.04,"[Element Mg, Element B, Element F]","{'Mg': 1.0, 'B': 1.96, 'F': 0.04}",Other,3
Mg1B1.92F0.08,21.0,Mg1 B1.92 F0.08,"[Element Mg, Element B, Element F]","{'Mg': 1.0, 'B': 1.92, 'F': 0.08}",Other,3
Mg1B1.84F0.16,16.0,Mg1 B1.84 F0.16,"[Element Mg, Element B, Element F]","{'Mg': 1.0, 'B': 1.84, 'F': 0.16}",Other,3
Nb1C0.2N0.8,17.6,Nb1 C0.2 N0.8,"[Element Nb, Element C, Element N]","{'Nb': 1.0, 'C': 0.2, 'N': 0.8}",Other,3
Mg0.996Cu0.004B2,38.11,Mg0.996 Cu0.004 B2,"[Element Mg, Element Cu, Element B]","{'Mg': 0.996, 'Cu': 0.004, 'B': 2.0}",Other,3
Mg0.989Cu0.011B2,38.05,Mg0.989 Cu0.011 B2,"[Element Mg, Element Cu, Element B]","{'Mg': 0.989, 'Cu': 0.011, 'B': 2.0}",Other,3
Mg0.982Cu0.018B2,37.8,Mg0.982 Cu0.018 B2,"[Element Mg, Element Cu, Element B]","{'Mg': 0.982, 'Cu': 0.018, 'B': 2.0}",Other,3
Mg0.97Cu0.03B2,37.58,Mg0.97 Cu0.03 B2,"[Element Mg, Element Cu, Element B]","{'Mg': 0.97, 'Cu': 0.03, 'B': 2.0}",Other,3
N0.72H2.16Na1K3C60,12.0,N0.72 H2.16 Na1 K3 C60,"[Element N, Element H, Element Na, Element K, Element C]","{'N': 0.72, 'H': 2.16, 'Na': 1.0, 'K': 3.0, 'C': 60.0}",Hydrides,5
K3N1H3C60,28.0,K3 N1 H3 C60,"[Element K, Element N, Element H, Element C]","{'K': 3.0, 'N': 1.0, 'H': 3.0, 'C': 60.0}",Hydrides,4
Ge5La1,7.0,Ge5 La1,"[Element Ge, Element La]","{'Ge': 5.0, 'La': 1.0}",Other,2
H0.3Li1Nb1O2,5.5,H0.3 Li1 Nb1 O2,"[Element H, Element Li, Element Nb, Element O]","{'H': 0.3, 'Li': 1.0, 'Nb': 1.0, 'O': 2.0}",Hydrides,4
H0.5Li1Nb1O2,5.5,H0.5 Li1 Nb1 O2,"[Element H, Element Li, Element Nb, Element O]","{'H': 0.5, 'Li': 1.0, 'Nb': 1.0, 'O': 2.0}",Hydrides,4
B0.67Mg0.33,6.1,B0.67 Mg0.33,"[Element B, Element Mg]","{'B': 0.67, 'Mg': 0.33}",Other,2
